rank	word	frequency
1	내가	39801
2	그	35563
3	난	35163
4	내	33774
5	안	32915
6	수	32814
7	이	30671
8	네	29504
9	거야	27633
10	좀	25742
11	그래	23453
12	있어	21329
13	왜	20645
14	더	18760
15	그리고	18551
16	우리	18186
17	다	16549
18	무슨	16460
19	한	16214
20	하지만	16213
21	잘	15904
22	어떻게	15731
23	할	15599
24	그냥	15379
25	정말	14958
26	그럼	14659
27	것	14409
28	게	14358
29	있어요	13941
30	있는	13759
31	해	13611
32	여기	13433
33	넌	13292
34	제가	13261
35	날	12972
36	우리가	12700
37	건	12616
38	전	12614
39	이제	12601
40	지금	12460
41	그게	12424
42	걸	12262
43	거	11944
44	아니	11876
45	네가	11838
46	없어	11729
47	돼	11157
48	저	11122
49	우린	11000
50	제	10893
51	못	10751
52	좋아	10712
53	당신이	10649
54	다른	10052
55	나	10042
56	그런	9723
57	그건	9628
58	너무	9580
59	그래서	9537
60	그렇게	9343
61	다시	9331
62	이건	9257
63	이런	9239
64	나도	8962
65	모든	8945
66	당신	8885
67	거예요	8824
68	당신은	8666
69	아	8433
70	좋은	8356
71	오	8097
72	때	8062
73	너	7660
74	하는	7645
75	하고	7509
76	아냐	7489
77	나는	7474
78	아니야	7427
79	알아	7424
80	같이	7389
81	응	7315
82	이게	7214
83	없어요	7085
84	괜찮아	6795
85	오늘	6761
86	말이야	6569
87	줄	6489
88	또	6475
89	널	6471
90	누가	6365
91	어떤	6314
92	아주	6245
93	말	6216
94	아직	6197
95	안돼	6051
96	진짜	6020
97	모두	5982
98	마	5950
99	같은	5923
100	여기서	5892
101	어서	5851
102	그는	5842
103	위해	5837
104	해요	5828
105	일이	5817
106	하지	5768
107	엄마	5728
108	바로	5628
109	가	5623
110	근데	5547
111	알고	5534
112	이렇게	5516
113	빨리	5487
114	있습니다	5474
115	이거	5373
116	전에	5366
117	어	5306
118	아뇨	5297
119	계속	5257
120	닥터	5237
121	얼마나	5234
122	될	5234
123	알았어	5217
124	않아	5207
125	제발	5182
126	있지	5135
127	겁니다	5062
128	어디	5021
129	사람이	5021
130	그가	5006
131	안녕	4963
132	좋아요	4954
133	같아	4864
134	우리는	4862
135	그래요	4795
136	당신을	4767
137	자	4745
138	그걸	4724
139	두	4698
140	아니에요	4609
141	있을	4603
142	때문에	4598
143	대해	4598
144	아빠	4551
145	몇	4444
146	사람	4444
147	했어	4395
148	뭐야	4377
149	수도	4314
150	많이	4279
151	집에	4262
152	거지	4262
153	일을	4262
154	저는	4257
155	음	4240
156	그렇지	4223
157	함께	4219
158	만약	4121
159	하나	4093
160	저기	4083
161	고마워요	4022
162	항상	4011
163	나한테	3977
164	잠깐	3930
165	가서	3900
166	가장	3891
167	돼요	3874
168	거죠	3869
169	가자	3852
170	맞아	3840
171	보고	3833
172	와	3760
173	그거	3753
174	말을	3751
175	괜찮아요	3737
176	아무도	3713
177	없는	3704
178	안녕하세요	3692
179	몰라	3643
180	일	3632
181	많은	3615
182	당신의	3571
183	아무것도	3559
184	그러니까	3552
185	큰	3550
186	알아요	3539
187	그의	3534
188	뭐가	3531
189	고마워	3506
190	그만	3505
191	했어요	3496
192	젠장	3494
193	사람들이	3477
194	거에요	3393
195	이걸	3384
196	그럴	3382
197	것도	3382
198	말이	3381
199	이미	3354
200	야	3341
201	그를	3333
202	뭔가	3327
203	온	3321
204	이봐	3265
205	아니면	3257
206	같아요	3253
207	그런데	3244
208	아니라	3237
209	세상에	3220
210	있다고	3217
211	있고	3199
212	뭐라고	3198
213	예	3184
214	절대	3177
215	말야	3174
216	당장	3149
217	그래도	3107
218	대한	3102
219	말은	3097
220	거기	3056
221	전부	3041
222	둘	3036
223	그녀는	3033
224	니가	3031
225	갈	3025
226	않아요	3006
227	자기	2987
228	있죠	2986
229	하면	2986
230	가지고	2965
231	그들이	2937
232	참	2882
233	너도	2877
234	됐어	2869
235	미안해	2864
236	것을	2827
237	여긴	2825
238	아무	2822
239	사람은	2781
240	감사합니다	2781
241	다들	2778
242	어때	2763
243	씨	2756
244	곧	2751
245	엄마가	2747
246	나를	2730
247	이젠	2729
248	아마	2725
249	그들은	2717
250	얘기	2716
251	꼭	2712
252	있잖아	2709
253	저도	2705
254	지금은	2697
255	그녀가	2692
256	중	2681
257	있다	2661
258	시간	2657
259	먼저	2655
260	우릴	2641
261	말고	2638
262	사람을	2602
263	수가	2596
264	봐요	2583
265	있는데	2562
266	알았어요	2551
267	해야	2544
268	있었어	2540
269	우리의	2533
270	않을	2531
271	방금	2511
272	완전	2494
273	된	2482
274	동안	2470
275	시간이	2466
276	싶어	2444
277	본	2439
278	일은	2432
279	친구	2428
280	들어	2424
281	안에	2413
282	번	2402
283	자네	2399
284	합니다	2349
285	사실	2347
286	한번	2344
287	대체	2317
288	같은데	2315
289	생각해	2286
290	맞아요	2281
291	볼	2280
292	혼자	2273
293	자네가	2273
294	절	2230
295	그러니	2226
296	선생님	2218
297	사람들은	2207
298	문제가	2200
299	다음	2184
300	물론	2178
301	거의	2172
302	일이야	2172
303	없습니다	2172
304	아빠가	2168
305	되는	2162
306	그러면	2150
307	순	2137
308	가는	2134
309	말도	2115
310	이리	2113
311	있었어요	2111
312	맙소사	2099
313	내일	2095
314	있으면	2089
315	잠깐만	2089
316	싫어	2085
317	중요한	2079
318	내게	2078
319	말해	2076
320	이상	2070
321	거라고	2068
322	아는	2058
323	너는	2054
324	새	2053
325	적	2050
326	전혀	2046
327	여자	2037
328	새로운	2007
329	너희	1989
330	왔어	1976
331	아직도	1969
332	가지	1967
333	나와	1966
334	알	1945
335	싶지	1943
336	여기에	1941
337	원하는	1940
338	돈	1937
339	필요	1933
340	도움이	1931
341	그녀를	1926
342	몰라요	1921
343	작은	1920
344	혹시	1911
345	미안해요	1897
346	나쁜	1896
347	죄송해요	1891
348	모르겠어	1891
349	가요	1888
350	알지	1867
351	밖에	1860
352	직접	1856
353	있나	1855
354	니	1848
355	해도	1847
356	하죠	1841
357	했는데	1827
358	필요해	1826
359	아니요	1825
360	적이	1807
361	있나요	1802
362	갖고	1801
363	돈을	1798
364	주세요	1795
365	어디서	1783
366	것이	1774
367	거요	1769
368	위한	1759
369	것은	1756
370	없이	1756
371	나중에	1752
372	아버지	1743
373	나랑	1742
374	됐어요	1736
375	마세요	1735
376	차	1717
377	언제	1717
378	그저	1715
379	생각	1711
380	했지	1709
381	봤어	1704
382	해서	1704
383	시간을	1699
384	마지막	1688
385	알겠어	1686
386	왜냐면	1679
387	위해서	1674
388	엄청	1669
389	알겠습니다	1665
390	오래	1664
391	기다려	1657
392	아닙니다	1648
393	있는지	1640
394	알겠어요	1634
395	제일	1633
396	지난	1621
397	그렇죠	1619
398	죽은	1617
399	제대로	1616
400	아니지	1615
401	있다면	1599
402	보면	1595
403	우리를	1594
404	짓을	1593
405	남자	1589
406	너가	1588
407	있다는	1587
408	누구	1578
409	보여	1575
410	왔어요	1574
411	너한테	1569
412	여러분	1566
413	완전히	1561
414	너의	1560
415	것이다	1560
416	밤	1558
417	소리	1553
418	없지	1548
419	벌써	1546
420	모르겠어요	1541
421	말이지	1538
422	올	1536
423	사람들을	1534
424	처음	1534
425	말이죠	1532
426	사람들	1529
427	그녀의	1524
428	멋진	1523
429	왜요	1521
430	정말로	1511
431	이름은	1506
432	와서	1498
433	대해서	1497
434	여보	1487
435	조금	1482
436	않았어	1482
437	말이에요	1474
438	이름이	1474
439	여보세요	1466
440	서로	1462
441	안돼요	1461
442	죽을	1458
443	첫	1452
444	매우	1450
445	사랑해	1450
446	오늘은	1447
447	싶은	1444
448	어디로	1439
449	단지	1438
450	아닌	1429
451	나가	1429
452	뿐이야	1427
453	미안	1422
454	확실히	1421
455	싶어요	1417
456	죄송합니다	1417
457	때까지	1415
458	없고	1410
459	어때요	1404
460	살	1403
461	당연히	1402
462	데리고	1400
463	필요한	1399
464	없다	1397
465	후	1397
466	가고	1395
467	글쎄	1395
468	않는	1394
469	했죠	1389
470	나의	1389
471	별로	1383
472	않은	1377
473	라고	1377
474	집	1376
475	여전히	1373
476	없을	1372
477	딱	1372
478	있어서	1370
479	이야기	1368
480	엄마는	1365
481	부인	1363
482	하는데	1362
483	않고	1362
484	알았지	1356
485	아니고	1350
486	여자가	1346
487	문	1345
488	되지	1343
489	거기서	1342
490	훨씬	1339
491	아버지가	1332
492	망할	1331
493	뭔지	1326
494	손	1324
495	수술	1321
496	듣고	1318
497	어쩌면	1318
498	보세요	1317
499	생각이	1314
500	어느	1313
501	그러지	1311
502	되면	1308
503	아마도	1308
504	준비	1308
505	전화	1300
506	뒤에	1296
507	도대체	1291
508	너를	1290
509	당신도	1289
510	것처럼	1286
511	않으면	1284
512	말하는	1275
513	최고의	1274
514	말하지	1271
515	세	1271
516	모르는	1269
517	유일한	1267
518	갑자기	1262
519	이봐요	1258
520	건가요	1251
521	없다고	1250
522	것입니다	1247
523	있잖아요	1243
524	되고	1242
525	어쨌든	1239
526	가진	1239
527	이번	1239
528	뭐하는	1236
529	후에	1233
530	친구가	1225
531	지	1224
532	신경	1224
533	그만해	1224
534	누구야	1222
535	당신에게	1221
536	늘	1220
537	없었어	1215
538	그들을	1214
539	있게	1214
540	알잖아	1210
541	누군가	1208
542	분명히	1206
543	생각을	1203
544	존	1200
545	일단	1198
546	가야	1198
547	걱정	1194
548	보자	1192
549	매일	1188
550	수는	1184
551	아침	1182
552	말할	1181
553	말아요	1169
554	모두가	1168
555	않았어요	1164
556	얘기를	1162
557	봤어요	1158
558	대신	1157
559	마치	1156
560	건데	1154
561	자넨	1154
562	했잖아	1153
563	둘이	1151
564	당신과	1149
565	집으로	1148
566	한다	1146
567	두고	1143
568	이름을	1140
569	있네	1139
570	그들의	1139
571	뭔데	1133
572	금방	1132
573	사는	1132
574	좋아하는	1132
575	찾을	1128
576	맘에	1127
577	결국	1126
578	이유가	1125
579	필요해요	1125
580	중에	1123
581	그때	1122
582	보는	1120
583	너랑	1119
584	아이를	1119
585	없잖아	1113
586	한다고	1112
587	기분	1107
588	하게	1103
589	놈이	1099
590	못해	1099
591	우리에게	1099
592	가면	1098
593	저를	1097
594	잡아	1094
595	집에서	1093
596	우리도	1093
597	기분이	1091
598	저희	1090
599	찾고	1089
600	손을	1088
601	거다	1085
602	어제	1083
603	남자가	1082
604	뭐지	1081
605	앞으로	1081
606	잠깐만요	1076
607	자신의	1072
608	애가	1069
609	이상한	1067
610	막	1066
611	먹고	1065
612	아이	1064
613	언제나	1062
614	여기가	1056
615	아들	1056
616	알게	1055
617	하세요	1055
618	총	1053
619	스스로	1052
620	방법이	1049
621	있던	1048
622	해봐	1047
623	아님	1046
624	때가	1035
625	아니죠	1031
626	했던	1029
627	조용히	1027
628	밤에	1026
629	미친	1025
630	텐데	1019
631	머리	1016
632	않습니다	1014
633	잘못	1011
634	고맙습니다	1009
635	있어야	1009
636	왜냐하면	1008
637	앉아	1008
638	아침에	1006
639	죽일	1005
640	환자	1004
641	양	1003
642	없죠	1002
643	일어나	1002
644	믿을	1002
645	같네요	1001
646	건가	1001
647	게다가	998
648	알렉스	998
649	타고	994
650	데	992
651	들었어	991
652	눈을	989
653	나에게	988
654	없었어요	987
655	만나서	985
656	진정해	983
657	이것	982
658	더이상	982
659	보지	981
660	방법을	979
661	원래	976
662	솔직히	975
663	좋지	975
664	하려고	973
665	빌어먹을	972
666	총을	970
667	길을	969
668	누군지	969
669	아니라고	968
670	자신을	967
671	여길	967
672	있지만	964
673	얼른	961
674	얘들아	958
675	대로	953
676	만든	951
677	놈	949
678	조심해	949
679	일에	946
680	따라	946
681	술	944
682	정확히	941
683	자기가	941
684	충분히	934
685	힘을	933
686	아저씨	930
687	알겠지	928
688	있었는데	927
689	사랑하는	927
690	기다리고	925
691	될거야	922
692	살아	922
693	평생	919
694	아까	919
695	얘야	918
696	눈	918
697	거기에	917
698	애	917
699	분명	916
700	말하고	914
701	역시	912
702	저희가	910
703	찾아	909
704	걔가	907
705	이럴	906
706	저기요	905
707	너와	904
708	될까요	901
709	천천히	897
710	문제	897
711	수술을	896
712	좋았어	895
713	어디에	893
714	문을	890
715	맞지	888
716	어딨어	886
717	조지	885
718	아녜요	884
719	저녁	883
720	됩니다	883
721	마요	883
722	생각엔	881
723	만들어	879
724	적어도	878
725	애들	878
726	개	876
727	잘했어	875
728	그러나	875
729	주	871
730	괜찮은	869
731	생각은	869
732	위에	869
733	가끔	868
734	있었던	867
735	간	866
736	잠시	866
737	알아서	865
738	곳에	864
739	집을	864
740	그렇지만	864
741	그레이	863
742	그럼요	863
743	삶을	860
744	마음에	858
745	살고	858
746	들고	856
747	분	854
748	그랬어	850
749	차를	847
750	옆에	846
751	아이가	846
752	이번엔	844
753	저게	844
754	아빠는	844
755	괜찮을	844
756	하자	843
757	알았는데	842
758	생각해요	841
759	없는데	841
760	생각하는	840
761	아니잖아	840
762	마지막으로	840
763	여자를	837
764	죽었어	837
765	멍청한	836
766	훌륭한	834
767	있었지	834
768	정도	832
769	베일리	832
770	준비가	832
771	남은	832
772	있으니까	831
773	싫어요	831
774	입니다	829
775	영원히	828
776	엄청난	827
777	정신	826
778	는	825
779	계세요	824
780	하는지	823
781	좋을	823
782	있었죠	821
783	간다	821
784	기회를	820
785	그대로	820
786	하나도	820
787	멈춰	818
788	필요가	818
789	도와줘	817
790	다음에	817
791	앞에서	816
792	뭐든	814
793	물	814
794	밖으로	813
795	오는	813
796	그렇다면	812
797	미국	811
798	말라고	811
799	하지마	810
800	서	810
801	말한	810
802	테니까	809
803	앞에	809
804	를	809
805	처럼	807
806	저한테	806
807	거고	806
808	받아	805
809	그것도	803
810	요즘	803
811	믿어	802
812	뒤로	802
813	놈들이	801
814	입고	797
815	보니	796
816	속에	796
817	잠시만요	795
818	소리야	795
819	들어봐	795
820	자기야	793
821	헤이	792
822	에	791
823	이해가	789
824	옷	789
825	들어가	788
826	아버지는	788
827	않을거야	787
828	있소	787
829	자네는	787
830	모르겠지만	787
831	누구도	782
832	입	782
833	어머니	781
834	특별한	781
835	좋겠어	781
836	준	781
837	그것은	780
838	관한	779
839	할게	778
840	여기는	778
841	언니	777
842	환자가	777
843	갈게	776
844	나야	775
845	제게	774
846	하루	774
847	단	773
848	필	773
849	가세요	772
850	끔찍한	772
851	걸로	772
852	사랑	771
853	일도	771
854	아름다운	771
855	년	771
856	형	769
857	뭐요	765
858	저런	764
859	별	763
860	아니다	763
861	받고	763
862	할거야	761
863	쓸	759
864	씨발	759
865	돈이	758
866	그에게	758
867	뭔가를	758
868	마음을	755
869	문제는	753
870	의	753
871	서둘러	753
872	못할	753
873	없네	747
874	끝났어	743
875	있을거야	742
876	머리를	740
877	생각하지	740
878	뭐라고요	740
879	힘든	739
880	보게	739
881	가게	739
882	말해봐	738
883	밥	736
884	상황이	735
885	줘요	734
886	만큼	734
887	했지만	732
888	같은데요	731
889	이름	730
890	엄마를	729
891	전화를	729
892	어쩔	727
893	있니	726
894	번째	726
895	할까	726
896	얘길	726
897	찾는	725
898	선생님이	724
899	진짜로	723
900	일이에요	722
901	건지	722
902	가족을	721
903	할지	721
904	중이야	720
905	믿지	720
906	닥쳐	720
907	여기로	718
908	저건	716
909	주고	715
910	멀리	715
911	어이	715
912	거짓말	709
913	약	709
914	잭	707
915	사실은	706
916	받을	706
917	그러고	704
918	겁니까	703
919	먹을	703
920	그치만	702
921	너에게	702
922	들었어요	702
923	하기	701
924	오빠	701
925	오고	701
926	있을까	700
927	어린	700
928	통해	699
929	아닌데	696
930	조금만	696
931	맞는	695
932	차에	693
933	여자는	693
934	보러	693
935	손에	693
936	모르지	692
937	가까이	691
938	테니	691
939	되죠	690
940	점점	688
941	잔	688
942	이야기를	687
943	물론이죠	687
944	학교	685
945	주는	685
946	아가씨	684
947	먹어	682
948	것에	682
949	크게	681
950	이유는	681
951	군	678
952	모두들	677
953	죽인	676
954	셋	676
955	알죠	673
956	기억	673
957	경찰	673
958	제이	670
959	그래야	670
960	목숨을	670
961	있을까요	669
962	아니지만	668
963	했다	668
964	딸	667
965	많아	667
966	떨어져	667
967	사람이야	663
968	다시는	662
969	거잖아	662
970	애들이	661
971	애를	661
972	을	660
973	말이다	659
974	없다는	659
975	만들	658
976	오면	657
977	할게요	657
978	아기	657
979	영화	656
980	가족	656
981	찾았어	655
982	특히	654
983	아들을	654
984	제발요	654
985	꿈을	654
986	세상을	653
987	놈을	652
988	아니었어	652
989	마이크	652
990	그리	652
991	무엇을	651
992	만드는	650
993	얼마	650
994	보여요	650
995	사진	649
996	칼	649
997	잠시만	648
998	병원에	648
999	같습니다	648
1000	바보	647
1001	열어	646
1002	현재	646
1003	해줘	646
1004	주지	645
1005	했습니다	645
1006	자주	645
1007	있겠지	643
1008	하는거야	643
1009	샘	643
1010	꺼져	642
1011	가만히	642
1012	그랬지	641
1013	지금까지	641
1014	저거	641
1015	당연하지	641
1016	나서	640
1017	그것	638
1018	또한	637
1019	보이지	636
1020	노래	636
1021	위험한	635
1022	클레어	635
1023	쉽게	634
1024	오지	634
1025	정말요	634
1026	계획이	632
1027	잡고	632
1028	열심히	631
1029	마라	631
1030	경찰이	631
1031	말하면	631
1032	방에	630
1033	됐다	629
1034	마음이	629
1035	메러디스	629
1036	운이	628
1037	드디어	628
1038	정보를	628
1039	말입니다	628
1040	때는	627
1041	얼굴을	627
1042	만난	627
1043	있거든	625
1044	달	624
1045	약간	624
1046	했다고	622
1047	일찍	621
1048	굉장히	621
1049	못해요	621
1050	진실을	620
1051	줄게	619
1052	아세요	618
1053	누굴	617
1054	거라	617
1055	가족이	616
1056	새로	615
1057	절대로	614
1058	와요	613
1059	알지만	613
1060	되어	611
1061	내려	611
1062	같네	610
1063	그거야	609
1064	크리스티나	609
1065	사이에	608
1066	자꾸	608
1067	저리	608
1068	사실을	607
1069	프랭크	607
1070	와우	606
1071	뛰어	605
1072	갔어	605
1073	죽게	604
1074	네게	603
1075	심지어	603
1076	글쎄요	603
1077	사람의	602
1078	오랫동안	602
1079	모습을	602
1080	얘기가	602
1081	아이고	601
1082	상관	601
1083	일하는	601
1084	짐	601
1085	길	601
1086	사건	601
1087	그렇다고	600
1088	들어요	600
1089	상황을	600
1090	옷을	600
1091	일이죠	599
1092	아니예요	598
1093	죽어	597
1094	뿐이에요	596
1095	필요는	596
1096	여기요	596
1097	사랑해요	596
1098	죽는	595
1099	누군가가	595
1100	얘기해	594
1101	모두를	594
1102	커피	594
1103	있는거야	593
1104	있으니	591
1105	없지만	591
1106	열	590
1107	다신	590
1108	만날	590
1109	남자는	590
1110	저희는	590
1111	떠날	590
1112	맞죠	589
1113	아들이	588
1114	놈은	588
1115	하나가	586
1116	의사	586
1117	박사님	585
1118	나오는	584
1119	딸이	584
1120	거짓말을	584
1121	했고	583
1122	얼굴	583
1123	보내	583
1124	받은	583
1125	쓰고	582
1126	곳이	581
1127	된다고	579
1128	설마	578
1129	우리한테	578
1130	방법은	578
1131	인생을	578
1132	보이는	578
1133	정도로	578
1134	아니오	577
1135	여러	577
1136	자고	576
1137	한다면	576
1138	실례합니다	575
1139	기회가	574
1140	했을	573
1141	결혼	573
1142	소리를	572
1143	알았다	572
1144	해야지	572
1145	완벽한	572
1146	있었다	571
1147	곳을	571
1148	겨우	571
1149	없으면	570
1150	아내가	568
1151	있습니까	568
1152	만들고	567
1153	비켜	567
1154	그것을	566
1155	피를	566
1156	못한	566
1157	말씀	566
1158	자식	565
1159	만약에	565
1160	위대한	564
1161	써	563
1162	이리와	563
1163	눈이	562
1164	사람도	562
1165	요	562
1166	자신이	561
1167	당신한테	561
1168	보통	560
1169	나갈	560
1170	문제를	560
1171	보다	559
1172	앉아서	559
1173	도와줘요	559
1174	원하지	559
1175	이쪽으로	559
1176	생각하고	556
1177	갑시다	556
1178	사랑을	556
1179	너네	556
1180	조	555
1181	밖에서	555
1182	들어와	555
1183	그렇군요	554
1184	척	554
1185	같군	554
1186	나온	553
1187	같지	552
1188	불러	552
1189	도움을	552
1190	마음	551
1191	최선을	551
1192	된다	549
1193	곳으로	548
1194	아기를	547
1195	죽이고	547
1196	대단한	547
1197	뭐예요	546
1198	환자를	546
1199	똑같은	546
1200	가능한	546
1201	친구들	546
1202	원해	545
1203	좋아해	545
1204	될까	544
1205	봤지	543
1206	방	542
1207	몰라도	542
1208	갈게요	542
1209	때도	542
1210	움직여	541
1211	눈에	540
1212	숨을	540
1213	음악	540
1214	자는	540
1215	딸을	539
1216	모르겠네요	538
1217	의사가	537
1218	셜록	537
1219	딴	537
1220	가져와	537
1221	세상에서	536
1222	소리가	536
1223	시간은	536
1224	도울	536
1225	만한	536
1226	남편이	536
1227	한다는	535
1228	아버지를	535
1229	일로	534
1230	감옥에	534
1231	됐지	534
1232	짓	532
1233	순간	532
1234	도와줄	532
1235	있도록	531
1236	할머니	530
1237	짓이야	530
1238	쓰는	529
1239	했잖아요	528
1240	너희들	527
1241	피터	526
1242	당신들	526
1243	그날	525
1244	화가	525
1245	새끼	525
1246	쓴	522
1247	안에서	522
1248	최대한	522
1249	하네	522
1250	팀	522
1251	이후로	521
1252	그들	519
1253	이지	517
1254	그치	516
1255	죽었어요	516
1256	곳에서	516
1257	때마다	516
1258	몸이	515
1259	모든게	515
1260	캠	515
1261	어차피	514
1262	압니다	514
1263	기억이	514
1264	어딜	514
1265	산	513
1266	들려	513
1267	있네요	513
1268	분이	512
1269	없어서	512
1270	이곳에	512
1271	미안하지만	511
1272	일어난	511
1273	왔습니다	511
1274	로스	511
1275	속에서	510
1276	친구를	510
1277	모르지만	510
1278	예쁜	508
1279	몸을	508
1280	잊지	508
1281	엄마한테	508
1282	왔다	507
1283	했는지	507
1284	타	507
1285	같군요	507
1286	명	506
1287	모든걸	506
1288	하라고	505
1289	그렇습니다	505
1290	때문이야	504
1291	있겠어	504
1292	덕분에	503
1293	싶으면	502
1294	나가서	502
1295	비밀	502
1296	달라	501
1297	것보다	501
1298	찾았어요	499
1299	대	499
1300	데릭	499
1301	고통을	499
1302	환자는	498
1303	엄마랑	498
1304	진정한	498
1305	같다	498
1306	생긴	497
1307	병원	497
1308	반가워요	496
1309	내내	495
1310	가도	495
1311	생각에	495
1312	오세요	494
1313	이러지	494
1314	따르면	494
1315	고맙네	493
1316	할까요	493
1317	사진을	493
1318	않게	493
1319	한잔	493
1320	않는다	492
1321	있었고	492
1322	되는데	492
1323	남자를	492
1324	안으로	491
1325	알았죠	491
1326	물론이지	491
1327	보낸	490
1328	피가	489
1329	하니까	488
1330	아가	487
1331	반드시	487
1332	아무리	486
1333	얘기는	486
1334	잘못된	485
1335	오케이	485
1336	알아야	484
1337	걸요	484
1338	해줄	483
1339	자리를	483
1340	문제야	482
1341	이유를	482
1342	그러다	482
1343	약을	481
1344	싶었어	480
1345	높은	480
1346	같아서	480
1347	이해	480
1348	하나만	480
1349	돌아올	480
1350	있는게	479
1351	좋습니다	479
1352	좋다	479
1353	배를	479
1354	찾아야	479
1355	못하게	478
1356	막을	478
1357	계획을	478
1358	루크	478
1359	이래	476
1360	모르고	476
1361	없잖아요	476
1362	그녀	475
1363	그동안	475
1364	거니	475
1365	빼고	475
1366	거긴	475
1367	이라고	475
1368	그랬어요	474
1369	더는	474
1370	죽지	474
1371	녀석	473
1372	몰랐어	473
1373	리	473
1374	뭐라	473
1375	박사	473
1376	죽였어	473
1377	믿고	472
1378	좋네요	472
1379	여기까지	472
1380	이쪽은	472
1381	사람들에게	471
1382	아빠를	471
1383	어려운	471
1384	봤는데	471
1385	적은	471
1386	법을	470
1387	모르겠다	470
1388	신이	470
1389	그렇고	470
1390	관심	469
1391	집이	469
1392	오직	469
1393	좋아해요	469
1394	있었습니다	469
1395	나은	469
1396	않아도	468
1397	나면	467
1398	옛날	467
1399	얘가	467
1400	식으로	465
1401	그걸로	465
1402	냄새가	465
1403	못하는	464
1404	인간	464
1405	세상이	463
1406	책	463
1407	모두에게	462
1408	말해줘	462
1409	처음으로	462
1410	그러게	461
1411	실제로	461
1412	제임스	461
1413	데려다	461
1414	크리스마스	461
1415	보기	461
1416	신의	460
1417	말했잖아	460
1418	말했어	460
1419	돌아갈	460
1420	한번도	459
1421	긴	459
1422	움직이지	459
1423	착한	459
1424	일이지	458
1425	쓰지	458
1426	곳	457
1427	도와주세요	457
1428	그러죠	457
1429	거니까	456
1430	곁에	456
1431	그녀에게	456
1432	그러는	456
1433	머리에	455
1434	확인해	455
1435	싶어서	455
1436	것들을	455
1437	데이트	455
1438	사고	454
1439	한거야	454
1440	세상	454
1441	감사해요	454
1442	책을	454
1443	배	453
1444	젊은	453
1445	가자고	451
1446	아닌가	451
1447	좋겠어요	451
1448	비행기	451
1449	맥스	451
1450	하잖아	450
1451	없소	450
1452	애들은	450
1453	오늘밤	450
1454	고맙다	450
1455	라는	450
1456	언젠가	449
1457	필요할	449
1458	아이들을	448
1459	우리와	448
1460	머리가	447
1461	그것이	447
1462	세계	447
1463	애는	446
1464	죽여	445
1465	차가	445
1466	죽고	445
1467	따라와	444
1468	힘이	444
1469	확실해	442
1470	기억해	442
1471	있어도	441
1472	자네를	441
1473	오래된	440
1474	기억나	440
1475	루시어스	440
1476	분은	440
1477	얘기하고	439
1478	상관없어	439
1479	다섯	439
1480	이제는	439
1481	없네요	439
1482	돌아가	438
1483	자리에	438
1484	이만	437
1485	바랍니다	437
1486	느낌이	437
1487	어머	437
1488	뭐든지	437
1489	되요	437
1490	마약	436
1491	행운을	436
1492	봐야	436
1493	선생님은	436
1494	줄은	436
1495	몰래	436
1496	불쌍한	436
1497	아니잖아요	436
1498	있거든요	435
1499	며칠	435
1500	저랑	435
1501	결코	434
1502	이걸로	434
1503	안녕히	434
1504	아이는	433
1505	자네의	433
1506	입을	433
1507	근처에	432
1508	들은	432
1509	뭐하는거야	432
1510	기다려요	432
1511	뭐라도	432
1512	않지만	432
1513	배가	431
1514	뒤	431
1515	어떡해	431
1516	몸	431
1517	죽이지	431
1518	가질	431
1519	해주세요	431
1520	봐라	431
1521	어서요	430
1522	어째서	430
1523	놓고	430
1524	지금도	430
1525	아나	430
1526	맞다	428
1527	좋네	428
1528	의해	428
1529	시간에	427
1530	차라리	427
1531	헨리	427
1532	가끔은	427
1533	생각했어	427
1534	할아버지	427
1535	덜	427
1536	곳은	427
1537	남편	426
1538	애들을	426
1539	구할	426
1540	싶은데	426
1541	불	426
1542	생일	425
1543	저렇게	425
1544	돈은	425
1545	아직은	424
1546	상태가	424
1547	위로	423
1548	가져	423
1549	얘긴	423
1550	안전한	422
1551	실수를	422
1552	미리	421
1553	모를	421
1554	명이	421
1555	사랑에	421
1556	전엔	421
1557	갔어요	421
1558	갖다	421
1559	대화를	420
1560	하나는	420
1561	벤	419
1562	지도	419
1563	가능성이	418
1564	하는게	418
1565	있는데요	417
1566	실은	417
1567	먹는	417
1568	확인	417
1569	심각한	417
1570	달라고	417
1571	것만	416
1572	있기	416
1573	그와	416
1574	형사님	416
1575	모르죠	416
1576	몰랐어요	416
1577	결정을	415
1578	파티	415
1579	날이	415
1580	최악의	415
1581	많아요	415
1582	죄송하지만	415
1583	있었는지	415
1584	미스터	414
1585	평범한	414
1586	뜻이야	413
1587	올게	413
1588	살인	413
1589	있겠죠	413
1590	들을	413
1591	믿어요	413
1592	우선	412
1593	마시고	412
1594	당신들이	412
1595	자네도	412
1596	혼자서	411
1597	심장	411
1598	좋은데	411
1599	그런거	411
1600	그들에게	410
1601	녀석이	410
1602	하면서	409
1603	좋아하지	408
1604	너희가	407
1605	처음부터	407
1606	심장이	406
1607	보낼	406
1608	가만	405
1609	않는다면	405
1610	심장을	405
1611	자넬	405
1612	뭐라구요	404
1613	갔다	404
1614	고양이	403
1615	위치를	403
1616	첫번째	403
1617	생각도	403
1618	동생	402
1619	못했어	402
1620	않았다	402
1621	내버려	401
1622	진심으로	401
